TAS_A

 ======== test get_l2 ========= 

2026-02-10 16:43:16,448; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/TAS_A.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:43:20,423; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-01 00:00:00 2023-07-18 00:00:00 z_pt_cor with CONFIRMED, flagged 3824/5843
2026-02-10 16:43:20,430; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-09 10:00:00 2024-09-06 18:00:00 z_pt_cor with CHECKME, flagged 18/5843
2026-02-10 16:43:20,435; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-09 10:00:00 2024-09-06 18:00:00 z_stake with CHECKME, flagged 18/5843
2026-02-10 16:43:20,439; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-01-01 00:00:00 2014-05-07 00:00:00 z_stake with CHECKME, flagged 0/5843
2026-02-10 16:43:20,442; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-08-10 00:00:00 2016-08-14 00:00:00 z_stake with CHECKME, flagged 0/5843
2026-02-10 16:43:20,445; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-10 00:00:00 2018-06-05 00:00:00 z_stake with CHECKME, flagged 0/5843
2026-02-10 16:43:20,448; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-14 00:00:00 2019-02-11 00:00:00 z_stake with CHECKME, flagged 0/5843
2026-02-10 16:43:20,625; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/TAS_A.csv
2026-02-10 16:43:20,640; INFO; pypromice.core.qc.github_data_issues; ---> 2014-02-05 00:00:00 2014-03-14 00:00:00 p_u max_filter 905.0
2026-02-10 16:43:20,641; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:43:20,644; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,649; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,654; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,659; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,663; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,668; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,673; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,677; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -20.0 flagged 0/5843
2026-02-10 16:43:20,682; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-12-22 00:00:00 2023-02-15 00:00:00 z_boom_cor_u min_filter 1.8 flagged 1/5843
2026-02-10 16:43:20,686; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 17/5843
2026-02-10 16:43:20,687; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:43:20,688; INFO; pypromice.core.qc.github_data_issues; ---> 2013-01-01 00:00:00 2016-01-01 00:00:00 z_stake_cor max_filter 2.26
2026-02-10 16:43:20,688; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:43:20,689; INFO; pypromice.core.qc.github_data_issues; ---> 2016-09-01 00:00:00 2021-07-01 00:00:00 z_stake_cor max_filter 2.37
2026-02-10 16:43:20,689; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:43:20,692; DEBUG; pypromice.core.qc.github_data_issues; ---> 2022-09-01 00:00:00 2023-03-01 00:00:00 z_stake_cor max_filter 1.55 flagged 9/5843
2026-02-10 16:43:20,696; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-08-01 00:00:00 2023-09-15 00:00:00 z_stake_cor max_filter 2.0 flagged 1/5843
2026-02-10 16:43:20,697; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 16:43:20,697; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 16:43:21,473; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:43:21,869; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:43:21,955; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:43:22,538; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/TAS_A/TAS_A_hour.csv
2026-02-10 16:43:22,538; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/TAS_A/TAS_A_hour.nc
2026-02-10 16:43:22,539; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//raw/config/TAS_A.toml, inpath=../aws-l0//raw/TAS_A/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:43:22,579; DEBUG; pypromice.pipeline.aws; Source information: {'pypromice': '1.5.1', 'l0_config_file': 'TAS_A.toml:4bdadcfd32851bd1d43433658ee1f333a340ed01', 'l0_data_root': '4bdadcfd32851bd1d43433658ee1f333a340ed01', 'data_issues': 'a469096a07c8232cfb9c3d702402eeec79075bfb'}
2026-02-10 16:43:22,595; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2014_raw_modGPStilt.csv
2026-02-10 16:43:22,735; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2014_raw_modGPStilt.csv
2026-02-10 16:43:22,975; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2014_raw_modGPStilt.csv
2026-02-10 16:43:22,982; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2015_raw_modGPStilt.csv
2026-02-10 16:43:23,128; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2015_raw_modGPStilt.csv
2026-02-10 16:43:23,348; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2015_raw_modGPStilt.csv
2026-02-10 16:43:23,853; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2016_raw_SlimTableMem.txt
2026-02-10 16:43:23,875; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2016_raw_SlimTableMem.txt
2026-02-10 16:43:23,934; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2016_raw_SlimTableMem.txt
2026-02-10 16:43:23,958; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2016_raw.txt
2026-02-10 16:43:23,960; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2016_raw.txt
2026-02-10 16:43:23,981; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2016_raw.txt
2026-02-10 16:43:23,988; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2017_raw.txt
2026-02-10 16:43:24,224; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2017_raw.txt
2026-02-10 16:43:24,615; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2017_raw.txt
2026-02-10 16:43:24,621; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2018_raw.txt
2026-02-10 16:43:24,831; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2018_raw.txt
2026-02-10 16:43:25,164; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2018_raw.txt
2026-02-10 16:43:25,566; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/TAS_A/TAS_A_2019_raw_SlimTableMem.txt
2026-02-10 16:43:25,582; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/TAS_A/TAS_A_2019_raw_SlimTableMem.txt
2026-02-10 16:43:25,636; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2019_raw_SlimTableMem.txt
2026-02-10 16:43:25,643; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2020_raw.txt
2026-02-10 16:43:26,013; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2020_raw.txt
2026-02-10 16:43:26,629; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2020_raw.txt
2026-02-10 16:43:26,637; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/TAS_A/TAS_A_2020_raw_transmitted2.txt
2026-02-10 16:43:26,658; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2020_raw_transmitted2.txt
2026-02-10 16:43:27,503; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2022_raw_SlimTableMem.txt
2026-02-10 16:43:27,541; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2022_raw_SlimTableMem.txt
2026-02-10 16:43:27,626; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2022_raw_SlimTableMem.txt
2026-02-10 16:43:27,633; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/TAS_A/TAS_A_2022_raw_transmitted.txt
2026-02-10 16:43:27,640; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/TAS_A/TAS_A_2022_raw_transmitted.txt
2026-02-10 16:43:27,665; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2022_raw_transmitted.txt
2026-02-10 16:43:28,613; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2023_raw.txt
2026-02-10 16:43:28,662; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2023_raw.txt
2026-02-10 16:43:28,756; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2023_raw.txt
2026-02-10 16:43:29,130; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/Tas_A_2023_raw_SlimTableMem.txt
2026-02-10 16:43:29,146; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/Tas_A_2023_raw_SlimTableMem.txt
2026-02-10 16:43:29,192; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from Tas_A_2023_raw_SlimTableMem.txt
2026-02-10 16:43:29,842; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2024_raw.txt
2026-02-10 16:43:29,869; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/TAS_A/TAS_A_2024_raw.txt
2026-02-10 16:43:29,943; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from TAS_A_2024_raw.txt
2026-02-10 16:43:30,031; INFO; pypromice.pipeline.aws; Level 1 processing...
2026-02-10 16:43:34,135; INFO; pypromice.pipeline.L0toL1; Wind speed correction applied to wspd_u based on factor of 1.7
2026-02-10 16:43:34,755; INFO; pypromice.pipeline.L0toL1; Wind speed correction applied to wspd_u based on factor of 1.7
2026-02-10 16:43:47,708; INFO; pypromice.pipeline.aws; Level 2 processing...
2026-02-10 16:43:56,992; DEBUG; pypromice.core.qc.persistence; Running persistence_qc using {'t_i': {'max_diff': 0.0001, 'period': 2}, 't_u': {'max_diff': 0.0001, 'period': 2}, 't_l': {'max_diff': 0.0001, 'period': 2}, 'p_i': {'max_diff': 0.0001, 'period': 3}, 'p_u': {'max_diff': 0.0001, 'period': 150}, 'p_l': {'max_diff': 0.0001, 'period': 150}, 'gps_lat_lon': {'max_diff': 1e-06, 'period': 6}, 'gps_alt': {'max_diff': 0.0001, 'period': 6}, 't_rad': {'max_diff': 0.0001, 'period': 2}, 'rh_i': {'max_diff': 0.0001, 'period': 2}, 'rh_u': {'max_diff': 0.0001, 'period': 2}, 'rh_l': {'max_diff': 0.0001, 'period': 2}, 'wspd_i': {'max_diff': 0.0001, 'period': 6}, 'wspd_u': {'max_diff': 0.0001, 'period': 6}, 'wspd_l': {'max_diff': 0.0001, 'period': 6}}
2026-02-10 16:44:01,403; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 140/337580
2026-02-10 16:44:05,627; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 100/337580
2026-02-10 16:44:06,018; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 55/337580
2026-02-10 16:44:10,100; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 0/337580
2026-02-10 16:44:10,496; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 80/337580
2026-02-10 16:44:14,492; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 18/337580
2026-02-10 16:44:14,861; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 279/337580
2026-02-10 16:44:18,831; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 174/337580
2026-02-10 16:44:19,171; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 221/337580
2026-02-10 16:44:23,149; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 95/337580
2026-02-10 16:44:23,486; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 207/337580
2026-02-10 16:44:27,480; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 68/337580
2026-02-10 16:44:27,824; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 378/337580
2026-02-10 16:44:32,629; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 220/337580
2026-02-10 16:44:33,009; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 265/337580
2026-02-10 16:44:38,321; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 191/337580
2026-02-10 16:44:38,678; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 215/337580
2026-02-10 16:44:43,130; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 103/337580
2026-02-10 16:44:43,651; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 319/337580
2026-02-10 16:44:48,461; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 217/337580
2026-02-10 16:44:48,837; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 252/337580
2026-02-10 16:44:52,945; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 102/337580
2026-02-10 16:44:53,321; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 342/337580
2026-02-10 16:44:58,001; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 207/337580
2026-02-10 16:44:58,061; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/337580
2026-02-10 16:45:01,781; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i (tol=3.0, factor=2.2): filtering 0/337580
2026-02-10 16:45:05,458; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_i (tol=2.0, factor=3.5): filtering 0/337580
2026-02-10 16:45:09,258; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_i (tol=0.5, factor=2.0): filtering 0/337580
2026-02-10 16:45:16,523; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/TAS_A.csv
2026-02-10 16:45:21,889; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/flags/TAS_A.csv
2026-02-10 16:45:21,926; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-09 00:00:00 2014-10-13 00:00:00 dlr with RIME, flagged 577/337580
2026-02-10 16:45:21,932; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-09 00:00:00 2014-10-13 00:00:00 ulr with RIME, flagged 577/337580
2026-02-10 16:45:21,937; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-09 00:00:00 2014-10-13 00:00:00 dsr with RIME, flagged 577/337580
2026-02-10 16:45:21,942; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-09 00:00:00 2014-10-13 00:00:00 usr with RIME, flagged 577/337580
2026-02-10 16:45:21,948; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-29 00:00:00 2014-12-01 00:00:00 dlr with RIME, flagged 289/337580
2026-02-10 16:45:21,952; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-29 00:00:00 2014-12-01 00:00:00 ulr with RIME, flagged 289/337580
2026-02-10 16:45:21,956; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-29 00:00:00 2014-12-01 00:00:00 dsr with RIME, flagged 289/337580
2026-02-10 16:45:21,960; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-11-29 00:00:00 2014-12-01 00:00:00 usr with RIME, flagged 289/337580
2026-02-10 16:45:21,965; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 dlr with RIME, flagged 433/337580
2026-02-10 16:45:21,969; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 ulr with RIME, flagged 433/337580
2026-02-10 16:45:21,973; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 dsr with RIME, flagged 433/337580
2026-02-10 16:45:21,977; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-30 00:00:00 2015-01-02 00:00:00 usr with RIME, flagged 433/337580
2026-02-10 16:45:21,982; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-06 00:00:00 2015-02-12 00:00:00 dlr with RIME, flagged 865/337580
2026-02-10 16:45:21,986; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-06 00:00:00 2015-02-12 00:00:00 ulr with RIME, flagged 865/337580
2026-02-10 16:45:21,990; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-06 00:00:00 2015-02-12 00:00:00 dsr with RIME, flagged 865/337580
2026-02-10 16:45:21,995; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-02-06 00:00:00 2015-02-12 00:00:00 usr with RIME, flagged 865/337580
2026-02-10 16:45:21,999; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-06 00:00:00 2016-12-09 00:00:00 dlr with RIME, flagged 433/337580
2026-02-10 16:45:22,003; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-06 00:00:00 2016-12-09 00:00:00 ulr with RIME, flagged 433/337580
2026-02-10 16:45:22,008; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-06 00:00:00 2016-12-09 00:00:00 dsr with RIME, flagged 433/337580
2026-02-10 16:45:22,012; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-12-06 00:00:00 2016-12-09 00:00:00 usr with RIME, flagged 433/337580
2026-02-10 16:45:22,016; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-13 00:00:00 2017-02-17 00:00:00 dlr with RIME, flagged 577/337580
2026-02-10 16:45:22,021; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-13 00:00:00 2017-02-17 00:00:00 ulr with RIME, flagged 577/337580
2026-02-10 16:45:22,025; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-13 00:00:00 2017-02-17 00:00:00 dsr with RIME, flagged 577/337580
2026-02-10 16:45:22,029; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-02-13 00:00:00 2017-02-17 00:00:00 usr with RIME, flagged 577/337580
2026-02-10 16:45:22,034; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-25 00:00:00 2020-12-27 00:00:00 dlr with RIME, flagged 49/337580
2026-02-10 16:45:22,038; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-25 00:00:00 2020-12-27 00:00:00 ulr with RIME, flagged 49/337580
2026-02-10 16:45:22,042; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-25 00:00:00 2020-12-27 00:00:00 dsr with RIME, flagged 49/337580
2026-02-10 16:45:22,046; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-25 00:00:00 2020-12-27 00:00:00 usr with RIME, flagged 49/337580
2026-02-10 16:45:22,051; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-29 00:00:00 2021-02-02 00:00:00 dlr with RIME, flagged 97/337580
2026-02-10 16:45:22,055; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-29 00:00:00 2021-02-02 00:00:00 ulr with RIME, flagged 97/337580
2026-02-10 16:45:22,059; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-29 00:00:00 2021-02-02 00:00:00 dsr with RIME, flagged 97/337580
2026-02-10 16:45:22,063; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-29 00:00:00 2021-02-02 00:00:00 usr with RIME, flagged 97/337580
2026-02-10 16:45:22,068; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-23 00:00:00 2022-10-27 00:00:00 dlr with RIME, flagged 577/337580
2026-02-10 16:45:22,072; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-23 00:00:00 2022-10-27 00:00:00 ulr with RIME, flagged 577/337580
2026-02-10 16:45:22,077; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-23 00:00:00 2022-10-27 00:00:00 dsr with RIME, flagged 577/337580
2026-02-10 16:45:22,081; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-23 00:00:00 2022-10-27 00:00:00 usr with RIME, flagged 577/337580
2026-02-10 16:45:22,086; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-27 00:00:00 2023-01-30 00:00:00 dlr with RIME, flagged 73/337580
2026-02-10 16:45:22,090; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-27 00:00:00 2023-01-30 00:00:00 ulr with RIME, flagged 73/337580
2026-02-10 16:45:22,094; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-27 00:00:00 2023-01-30 00:00:00 dsr with RIME, flagged 73/337580
2026-02-10 16:45:22,098; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-01-27 00:00:00 2023-01-30 00:00:00 usr with RIME, flagged 73/337580
2026-02-10 16:45:22,103; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-05 00:00:00 2023-04-08 00:00:00 dlr with RIME, flagged 73/337580
2026-02-10 16:45:22,107; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-05 00:00:00 2023-04-08 00:00:00 ulr with RIME, flagged 73/337580
2026-02-10 16:45:22,111; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-05 00:00:00 2023-04-08 00:00:00 dsr with RIME, flagged 73/337580
2026-02-10 16:45:22,115; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-05 00:00:00 2023-04-08 00:00:00 usr with RIME, flagged 73/337580
2026-02-10 16:45:22,123; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-01 00:00:00 2020-06-01 00:00:00 dlr with CHECKME, flagged 89052/337580
2026-02-10 16:45:22,131; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-01 00:00:00 2020-06-01 00:00:00 ulr with CHECKME, flagged 89052/337580
2026-02-10 16:45:22,138; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-01 00:00:00 2020-06-01 00:00:00 t_rad with CHECKME, flagged 89052/337580
2026-02-10 16:45:22,147; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 rh_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,154; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 t_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,160; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 wspd_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,167; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 wdir_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,174; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 p_u with NAN, flagged 46521/337580
2026-02-10 16:45:22,181; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 rh_i with NAN, flagged 46521/337580
2026-02-10 16:45:22,189; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 t_i with NAN, flagged 46521/337580
2026-02-10 16:45:22,195; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 wspd_i with NAN, flagged 46521/337580
2026-02-10 16:45:22,202; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 wdir_i with NAN, flagged 46521/337580
2026-02-10 16:45:22,209; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-08-11 00:00:00 2018-09-01 00:00:00 p_i with NAN, flagged 46521/337580
